mã cổ phiếu,năm báo cáo,kỳ báo cáo,lợi nhuận/lỗ trước thuế,khấu hao và phân bổ,dự phòng rủi ro tín dụng,lãi/lỗ tỷ giá chưa thực hiện,lãi/lỗ từ thanh lý tài sản cố định,lãi/lỗ từ hoạt động đầu tư,chi phí lãi vay,lợi nhuận hoạt động trước thay đổi vốn lưu động,tăng/giảm khoản phải thu,tăng/giảm hàng tồn kho,tăng/giảm khoản phải trả,tăng/giảm chi phí trả trước,lãi vay đã trả,thuế TNDN đã nộp,các khoản thu khác từ hoạt động kinh doanh,các khoản chi khác từ hoạt động kinh doanh,luồng tiền thuần từ hoạt động kinh doanh,chi mua tài sản cố định,thu từ thanh lý tài sản cố định,"cho vay, mua công cụ nợ","thu hồi khoản cho vay, bán công cụ nợ",đầu tư vào các đơn vị khác,thu từ thoái vốn ở các đơn vị khác,lãi từ cổ tức,luồng tiền thuần từ hoạt động đầu tư,tăng vốn điều lệ,thu từ vay nợ,trả nợ gốc vay,thanh toán gốc thuê tài chính,chi trả cổ tức,luồng tiền thuần từ hoạt động tài chính,tăng/giảm thuần tiền và tương đương tiền,tiền và tương đương tiền đầu kỳ,điều chỉnh chênh lệch tỷ giá,tiền và tương đương tiền cuối kỳ,lợi nhuận từ các hoạt động khác,luồng tiền từ hoạt động kinh doanh trước thuế TNDN,chi từ quỹ dự phòng,chi mua lại cổ phiếu,thu nhập từ lãi và cổ tức,tăng/giảm khoản phải thu (dự phòng),tăng/giảm khoản phải trả (dự phòng),cổ tức đã nhận
DCM,2022,3,789585525426,353980690014,135013031979,-2279303318,0,-66865039121,2310136471,1299489169810,180635772568,435018913206,-40113974851,11839024250,-2478990836,-30021359924,0,-29630664420,1824737889803,-32600248460,0,-3980000000000,2280000000000,0,,64064541433,-1668535707027,,262440000,-438428860348,0,-948187480660,-1386353901008,-1230151718232,1996496136466,5807909967,772152328201,,,,,,,,
DCM,2022,2,1095728722412,346331721206,387091095995,1309527958,0,-61733335169,3377225061,1893472229193,-204884817214,-485000500478,-419922407944,12185456600,-3469676689,-125000000000,0,-41687813302,625692470166,-40724590437,0,-2600000000000,2950000000000,0,,60051238956,369326648519,,404628807848,-448774212500,0,-36812500,-44182217152,950836901533,1045379351399,279883534,1996496136466,,,,,,,,
DCM,2022,1,1606521468326,344669298190,36269681302,-5118644790,0,-43698467662,4201473256,2120975390394,-519404566929,142458384949,368646353002,-6070135682,-4733687395,-87763810243,0,-41425247212,1972682680884,-11331894077,0,-2280000000000,1080000000000,0,,28479413188,-1182852480889,,987490007364,-1159576344364,0,-17242500,-172103579500,617726620495,427652730904,0,1045379351399,,,,,,,,
DCM,2021,4,1177768877215,350471059221,-50354098635,-5409606926,0,-41828482854,1551375877,1562981626085,62340553685,-490036930997,-329857222880,-338918383209,-1520340320,-18862167579,0,-67890893276,378236241509,-25813050315,0,-2950000000000,2000000000000,0,,41891505300,-933921545015,,693984950000,-372223043294,0,-267189000,321494717706,-234190585800,663120284075,-1276967371,427652730904,,,,,,,,
DCM,2021,3,394080584911,338619334723,-17213397745,-337785882,0,-31452564660,772317146,728137361913,-67140704575,-560203905264,390687394385,6696551867,-2219842632,-23531985167,0,-21720482863,450704387664,-10975755431,0,-1080000000000,600000000000,0,,18934502060,-472041253371,,206648568500,-258459546693,0,-425013523200,-476824501393,-498161367100,1159558420808,1723230367,663120284075,,,,,,,,
DCM,2021,2,322805094315,349061752525,5974710199,14622710,0,-30516138927,1864297464,702568754597,57578785522,-146860173017,509582205713,23653094967,-1091551915,-1291209817,0,-20402269825,1123737636225,-27031142014,0,-1900000000000,1570000000000,0,,36754583308,-320276558706,,96535500000,-175787809997,0,-37135500,-79289445497,724171632022,435782531594,-395742808,1159558420808,,,,,,,,
DCM,2021,1,161403080233,328876612797,98646000502,-1227979902,0,-27008015915,3484006948,564173704663,5248411295,95213582994,-2331914845,7248123809,-7763906485,-35175095949,0,-52541166645,574071738837,-49463271060,0,-600000000000,300000000000,0,,15154985229,-334308285831,,384092847066,-698062374351,0,-6745000,-313976272285,-74212819279,509995350873,0,435782531594,,,,,,,,
DCM,2020,4,224863037098,332376371935,-196647899195,53937840,0,-26479817742,5093183055,412277072602,272896901425,186315524873,-143796512926,-16839701700,-2296909706,-8833492189,0,-7656398992,692066483387,-31102320397,0,-1520000000000,1420000000000,0,,44052082120,-87050238277,,156382214000,-307386964678,0,-317554747000,-468559497678,136456747432,373810125579,-271522138,509995350873,,,,,,,,
DCM,2020,3,110393498185,328507514235,45802410215,-2875204398,0,-29291898150,7586212443,460122532530,-202808158325,262241595726,274531744418,-1630239868,-18016453505,-15199715545,0,-21061613766,738179691665,-17779682080,0,-300000000000,0,0,,8518285624,-309261396456,,314422953656,-932316523309,0,-1916426700,-619809996353,-190891701144,563542496156,1159330567,373810125579,,,,,,,,
DCM,2020,2,283304899868,327895768671,122363810732,-15555936822,0,-26773157833,15238696296,706474080912,155381512693,362751826404,-915319066600,21001247622,-8258848985,-474949553,0,-27272574826,294283227667,-57482857290,0,-1470000000000,1570000000000,0,,50115280533,92632423243,,505390924111,-717434634778,0,-10174500,-212053885167,174861765743,389863156757,-1182426344,563542496156,,,,,,,,
DCM,2020,1,100073487780,328810387813,20000000001,16751452380,0,-29388215635,15382967372,451630079711,-74220338949,-353248572957,-20370862012,18283827720,-28504229720,-18721878635,0,-21502231665,-46654206507,-65245515425,0,0,0,0,,8696687878,-56548827547,,747114351910,-725217209640,0,-4275000,21892867270,-81310166784,471173323541,0,389863156757,,,,,,,,
DCM,2019,4,128347493606,338289283410,623853120159,-796001257970,22051167,-27960006812,17525631674,284076315234,317831537695,434051123458,320136589061,-31489155338,-7257385004,0,0,-50104297386,1267244727720,-52685710109,0,-1670000000000,1200000000000,0,,36754247394,-485931462715,,220041425769,-625368013753,0,-475515082029,-880841670013,-99528405008,570662902571,155747558,471290245121,,,,,,,,
DCM,2019,3,10663456255,330843613762,-592794891661,786519243704,-22051167,-27332188079,21374347848,529251530662,-234150523384,108404331212,-72865692852,-16969646166,-45886899891,-20171035380,0,-17614446028,229997618173,-70574424335,0,0,400000000000,0,,18918513239,348344088904,,563390362300,-1012619208317,0,-1566917800,-450795763817,127545943260,443116959311,0,570662902571,,,,,,,,
DCM,2019,2,119546694449,326232481586,554316379787,7300733087,0,-30527947875,24344124399,1001212465433,4070104785,-290476891513,-916624422567,10274976130,-9633381846,-464613676,-159256270,-6622188581,-208423208105,-135926127184,0,-1350000000000,1750000000000,0,,49816196666,313890069482,,414956332864,-518794128959,0,-28519000,-103866315095,1600546282,441890633308,-374220279,443116959311,,,,,,,,
DCM,2019,1,205600233289,322909950868,38478511874,-443785861,0,-33501432358,23928426313,556971904125,9335002713,-581343489579,127511875348,25849824284,-37663840656,-31765058284,162500000,-19421694995,49637022956,-122238723873,0,-200000000000,370000000000,0,,18910254794,66671530921,,476430589312,-436599940036,0,-21033000,39809616276,156118170153,285772463155,0,441890633308,,,,,,,,
DCM,2018,4,109123040564,330168264012,-66599178421,-21020123899,0,-33336181272,26869611109,360017352492,16539161623,-339164116564,424640372775,-578583457,-16158656393,-5360085380,1297470000,-18942119750,422290795346,-117925680163,0,-1700000000000,1350000000000,0,,42147095432,-425778584731,,411767359866,-459577523583,0,-34010000,-47844173717,-51331963102,337104417408,0,285772454306,,,,,,,,
DCM,2018,3,160256342193,325814878266,-199910366768,34715423678,0,-35400865367,30415823699,331318885665,61624449086,-95323275648,-364214504706,-64479619874,-73036551755,-536790200,929707800,-12901999750,-216619699382,-53306762938,0,-702000000000,1720000000000,0,,49789789573,1014483026635,,50653917349,-1555760501859,0,-476471960500,-1981578545010,-1183715217757,1521092686981,-273051816,337104417408,,,,,,,,
DCM,2018,2,163373120066,325156253116,237130666500,19847841620,0,-46550144864,41507223349,781531063183,-82478778144,88150164248,1281593848727,-483693115,-1396730704,-10000257436,-96000000,-21699251512,2035120365247,-119128057172,0,-1550000000000,430000000000,0,,44213984880,-1194914072292,,41427073649,-49994873057,0,500,-8567798908,831638494047,689181141118,273051816,1521092686981,,,,,,,,
DCM,2018,1,273401490214,322112134440,29378878689,16172312296,0,-43183293982,43260113695,641141635352,-22643339458,-265148565958,-969131856401,16683020609,-83471693717,-13573250244,96000000,-27449277467,-723497327284,-39521875500,0,-1620000000000,1670000000000,0,,26286039963,36764164463,,39322012502,-559583681736,0,-8921000,-520270590234,-1207003753055,1896184894173,0,689181141118,,,,,,,,
DCM,2017,4,43124891170,330050711919,-109663210686,-4824453523,0,-44075478802,43022507630,257634967708,-85659903533,73996248123,330038304945,24467389688,-14808087137,-3163175695,26000000,-39077301845,543454442254,-94076127633,0,-1500000000000,2100000000000,0,,66890743266,572814615633,,103868939786,-253662172636,0,-25460000,-149818692850,966450365037,929734529136,0,1896184894173,,,,,,,,
DCM,2017,3,40078093037,330277848756,-163075639797,-1555220109,0,-45431811975,48921693471,209214963383,6026682168,-73982065433,226102003444,5051073887,-66261657668,-525216686,629000000,-14010283106,292244499989,-7945258470,0,-600000000000,600000000000,0,,16076906405,8131647935,,26401662471,-360966220515,0,-2148614200,-336713172244,-36337024320,966071553456,0,929734529136,,,,,,,,
DCM,2017,2,295492634115,325893053263,218858381651,-4667012432,0,-37443177133,45000324191,908392315400,3221453758,218542249783,113184692270,36378546594,-16290922930,-22829323852,398500000,-22509456971,1218488054052,-14248656396,0,-2150000000000,1650000000000,0,,48477988971,-465770667425,,40108414565,-261752434608,0,-265444698300,-487088718343,265628668284,700442885172,0,966071553456,,,,,,,,
DCM,2017,1,302043169943,322683445506,52375404684,866329602,0,-32866585740,46042005098,691143769093,94926817218,-215889323273,-281053913572,28096946641,-80386219347,-311619722,237000000,-13839289927,222924167111,-13618916280,0,-550000000000,650000000000,0,,22036707235,108417790955,,27931023929,-472349946235,0,1102000,-444417820306,-113075862240,813518747412,0,700442885172,,,,,,,,
DCM,2016,4,255419011840,334167879338,-114212622303,133751098887,0,-40488580394,51810435713,620447223081,-259230582793,122995541050,162148260301,742463143,-20037229793,-2220757421,-17477268702,-24758761666,582608887200,-64106040242,90909091,-1650000000000,1750000000000,0,,49830594431,85815463280,,11990456354,-227534376574,0,-211583110000,-427127030220,241297320260,572221427152,0,813518747412,,,,,,,,
DCM,2016,3,35580983349,324916656809,-31595326986,14707117377,0,-36298341743,49999201998,357310290804,-19084404376,-90291236444,-165767055653,-25248634055,-82701333852,-181955588,9045408511,-12078570485,-28997491138,-51317412973,0,-950000000000,1050000000000,0,,26416131397,75098718424,,27435677833,-466904689525,0,-281048000,-439750059692,-393648832406,965643110196,227149362,572221427152,,,,,,,,
DCM,2016,2,244642299094,313638980304,145757977172,7860400272,0,-41365696753,49594396447,720128356536,17463487996,123773125413,6466552252,-364867646,-20209405211,-370304240,541472500,-306099651806,541328765794,-29463589020,0,-1650000000000,1602555555556,0,,52300347986,-24607685478,,82876228896,-224358540473,0,-423080492000,-564562803577,-47841723261,1013711982819,-227149362,965643110196,,,,,,,,
DCM,2016,1,123436183209,319882999521,1555036265,-55807355949,0,-41869718408,55218354585,402415499223,-59971422608,-140060327001,-150945806642,21451152439,-82973943489,-3233107471,0,-1105991635,-14423947184,-27168489364,0,-850000000000,1100000000000,0,,35733931585,258565442221,,11841710937,-457350554644,0,0,-445508843707,-201367348670,1215079331489,0,1013711982819,,,,,,,,
DCM,2015,4,296552639033,332286856601,-16369434352,9219309485,0,-46229928203,57533895385,632993337949,5116214975,-45423461770,-14514115664,13676836124,-25641564744,-174212299,172000000,42838000,566247872571,-117382297867,201416727,-1700000000000,1900000000000,0,,39091139901,121910258761,,5186810860,-215003855920,0,-393431093375,-603248138435,84909992897,1129945431511,223907081,1215079331489,,,,,,,,
DCM,2015,3,14787980667,308203791406,-30901469899,185655590855,0,-44705021570,60666176685,493707048144,47416680680,-175782944517,-1532944343162,19186788733,-91460761291,-453845400,1581636975597,3094250000,344399848784,-37214658917,180660910,-800000000000,1016971229905,0,,48194597015,228131828913,,8451273432,-454568317422,0,0,-446117043990,126414633707,1003768907605,-238109801,1129945431511,,,,,,,,
DCM,2015,2,254808924338,334465307978,47270904251,77711050163,0,-41476937979,62185033969,734964282720,19664425976,107151980555,1712077631293,-21936432253,-32162471090,-174470085,-1581636975597,-19997896409,917950075110,-78570567895,27500000,-1250000000000,605310864175,0,,47786121164,-675446082556,,0,-193940178885,0,0,-193940178885,48563813669,955190891216,14202720,1003768907605,,,,,,,,
DCM,2015,1,197686326256,252966719404,0,70241639417,0,-35322178404,52059162191,537631668864,-64268520654,-81152407946,-1514518641872,41897837134,-92578333578,-32914002522,0,-257244364,-1206159644938,-11258331508,-27500000,-255000000000,755000000000,0,,12563054472,501277222964,,0,-403631914494,0,0,-403631914494,-1108514336468,2063705227684,0,955190891216,,,,,,,,
DGC,2025,1,977912812419,74831794166,0,0,,-133889796956,6994545308,925849354937,-122831422022,22357918878,-224086520899,17535391138,-20183785314,-158896175868,0,-94233251006,345511509844,-95006173567,0,-3697400000000,3188098050000,0,0,118476032740,-485832090827,0,1065865956520,-850891920424,,0,214974036096,74653455113,115781847631,0,190435302744,,,,0,,,,0
DGC,2024,4,864953785415,69038206233,161672423,1334769930,,-140081493954,5919463593,801326403640,-46401929590,-250901650320,112377050030,31173439145,-4627065854,-179868198591,0,-34774949687,428303098773,-184507774879,1066666667,-1673888050000,2221409440000,0,0,195881195015,559961476803,0,1128628919379,-1054923778020,,-1194930140118,-1121224998759,-132960423183,248488682452,253588362,115781847631,,,,0,,,,0
DGC,2024,3,800024592972,102186200659,-9689390,549303893,,-135097885925,3920315833,771572838042,44901839162,237620504372,-16627124080,4642048816,-5277251241,-296579749,0,-14465875802,1022070399520,-40372503514,-1066666667,-5529113068493,4155464963014,0,0,158854287576,-1256232988084,0,861939130073,-893386546373,,14087284768,-17360131532,-251522720096,500022750685,-11348137,248488682452,,,,0,,,,0
DGC,2024,2,966036006970,90868641221,-9705605,-549303893,,-128121534498,5305560974,933529665169,59903021949,-119203845386,2577648536834,21416757084,-4745076498,-2326346999,0,-23181838111,3443040874042,-273696182137,1066666667,-1533646997627,1260030000000,0,0,90277865444,-455968647653,0,995277493982,-1096371985771,,-2499162428197,-2600256919986,386815306403,113196096145,11348137,500022750685,,,,0,,,,0
DGC,2024,1,769261126172,106401621585,-20721296,0,,-137854753887,6509031647,744296304221,184288233459,-5832828674,-2582781832568,-8517816714,-6072527578,-60340903996,0,-38978797378,-1773940169228,-23426403735,0,-966000000000,897330375040,0,0,92016838819,-79189876,0,702125563624,-1110978729664,,1235493702429,826640536389,-947378822715,1060574918860,0,113196096145,,,,0,,,,0
DGC,2023,4,798626857948,98184364342,-1572340577,5035845014,,-165478148999,7717012159,742513589887,-125102368079,-1411410389,-235151278426,16807304468,-7748352215,-186703814814,0,-74144755682,129058914750,-48150503927,3751924789,-1431930000000,2068293193934,0,0,-222943215790,369021399006,0,1013142334004,-678844789833,,155018409590,489315953761,987396267517,73177884022,767321,1060574918860,,,,0,,,,0
DGC,2023,3,863560075518,93245931185,-237302081,-9966649949,,-165326343234,8243042402,789518753841,-461794270656,128571107286,-421228992022,134848175034,-4172424062,-208596015,0,-8774031178,156759722228,-69610601780,545454546,-3813900000000,2761309117528,743964764766,0,252963162509,-124728102431,0,970258819392,-999498523536,,-1720126000,-30959830144,1071789653,71510557160,595537209,73177884022,,,,0,,,,0
DGC,2023,2,950125135893,80267887927,-6437899778,9966649949,,-158670660039,8856891003,884108004955,-85057702151,-43268263296,896678632590,-99768046699,-12948519089,267884632,0,-33191438800,1506820552142,69886799127,0,-1986364000000,2205148999708,-743964764766,0,100491102103,-354801863828,0,838897129875,-817127896939,,-1260110893000,-1238341660064,-86322971750,158429066119,-595537209,71510557160,,,,0,,,,0
DGC,2023,1,884694313479,80721210743,6675201859,0,,-137496499168,6814237231,841408464144,75660268468,45561802850,-987269659275,138426788524,-6405708937,-78345472847,0,-10173424411,18863058516,-209683369752,0,-2534977000000,1292602244631,0,0,65050706487,-1387007418634,0,884269762656,-382873514914,,-510297666590,-8901418848,-1377045778966,1535474845085,0,158429066119,,,,0,,,,0
DGC,2022,4,1191274300460,72900838471,0,3317580488,,-118840323533,6275057440,1154927453326,432739602921,615289824281,110423496751,-5189965255,-6451956359,-260532000000,0,-24448429887,2016758025778,-72717138744,0,-596945931181,419530446635,0,0,42512319344,-207620303946,0,406510653292,-844883783920,,0,-438373130628,1370764591204,65116212319,-405958438,1435474845085,,,,0,,,,0
DGC,2022,3,1596007123439,74023405530,0,0,,-204981426478,124372257592,1583287700653,-275314006235,448371528389,-488132530383,11356539601,-5601311361,0,0,-4800442463,1269167478201,-37807272817,4259259263,-2416493506993,1222749389711,0,0,49134417841,-1178157712995,85372130000,675806606537,-801503221568,,-97996624000,-138321109031,-47311343825,112444763118,-17206974,65116212319,,,,0,,,,0
DGC,2022,2,1998751213298,75167008590,0,0,,57303776315,-115784733767,2021570923866,-120181798569,-986576872438,354484168462,644785651,-3345096129,0,0,-23492441425,1243103669418,-38484464116,261000000,-2700626064677,1511521742484,0,0,16739445766,-1210588340543,0,1083257201877,-969740965889,,-93276434000,20239801988,52755130863,59672425281,17206974,112444763118,,,,0,,,,0
DGC,2022,1,1586372347138,74231033464,0,0,,-47840648777,2735393968,1615498125793,-20123796558,393706923775,-448988518526,-21150037163,-2839203781,-42290307353,0,-10226395921,1463586790266,-23948809608,0,-1617810000000,275710159211,0,0,14479873983,-1351568776414,0,771972936437,-752883328956,,-195392957250,-176303349769,-64285335917,123957761198,0,59672425281,,,,0,,,,0
DGC,2021,4,1456844353632,71466396521,0,8393853930,,-30641730380,2567417807,1508630291510,223442146310,-452952137770,215374854880,-131482295595,-2417657285,-81470000000,0,-26615166807,1252510035243,-11892928120,0,-1421329000000,145884014725,0,0,1621745329,-1285716168066,0,675517886903,-702285580985,,0,-26767694082,-59973826905,183952631478,-21042878,123957761695,,,,0,,,,0
DGC,2021,3,515942862992,70877216892,0,-4240684235,,-22896019214,3170009943,562853386378,-91101778016,177970780255,209721274779,79694283394,-3388977170,0,0,2508154867,938257124487,-78740107082,0,-933126326027,494192288219,0,0,17049013142,-500625131748,0,599265076789,-904973080187,,0,-305708003398,131923989341,52027251455,1390682,183952631478,,,,0,,,,0
DGC,2021,2,354448593213,68516629482,0,4240684235,,-20632150257,3539833008,410113589681,-21351641233,-203068336048,-63614346822,-79254254773,-5046734059,61565224,0,-16239080919,21600761051,2307586797,0,-437575000000,297981667551,0,0,13693272916,-123592472736,0,676579339148,-578096359978,,-1350494197,97132484973,-4859226712,56887868849,-1390682,52027251455,,,,0,,,,0
DGC,2021,1,309882973887,67745451058,0,0,,-19765784896,4386371578,362249011627,-72966642925,-35784077505,186595845641,2130766302,-3559614339,-46346310875,0,-18624931188,373694046738,-128574481889,0,-666932750685,481432931509,0,0,16822658289,-297251642776,0,1158355478797,-1225076572388,,-235153211075,-301874304666,-225431900704,282319769553,0,56887868849,,,,0,,,,0
DGC,2020,4,259464099400,67331468653,0,3062888164,,-22278873989,4555074333,312134656561,139617020779,-63515288248,-5623513613,-27937218448,-4553416549,-7000000000,0,-26003162992,317119077490,-55677432920,0,-119060000000,182174851363,0,0,5678335344,13115753787,0,764420706729,-876236579239,,194220197412,-110778038063,219456793214,62779043825,32050198,282267887237,,,,0,,,,-193182362965
DGC,2020,3,248108303929,67519852157,0,-21471351324,,-22998587905,3773865993,274932082850,-132344899040,9193640848,2944145554,58004915125,-3887420874,0,0,-2266806158,206575658305,-115648942445,2907144150,-784241000000,638368505883,0,0,20744091551,-237870200861,0,971893281988,-871109256867,,-64985594212,35798430909,4503888353,58249839642,25315830,62779043825,,,,0,,,,0
DGC,2020,2,283456478620,66704585093,0,21471351324,,-12409734235,4861014457,364083695259,56266513298,-63018990022,12857256524,1496275016,-4593449694,-65459272,0,-11386452560,355639388549,-99532415098,373542215,-571684691757,65000000000,0,0,2100315397,-603743249243,0,860854086311,-598563846025,,-21600000,262268640286,14164779592,44110375880,-25315830,58249839642,,,,0,,,,0
DGC,2020,1,210124182360,66314223375,0,0,,-13412264630,4977245527,268003386632,-249479337568,223542728369,36235409444,3234787764,-4837351724,-22511973264,0,-6904098583,247283551070,-27645336044,0,-474350308243,167628561410,0,0,7427013574,-326940069303,0,605850490930,-480550287580,,-129213003200,-3912799850,-83569318083,127679693963,0,44110375880,,,,0,,,,0
DGC,2019,4,182935583801,66233539699,0,4684696442,,-15088354322,8758866807,247524332427,-104832373579,101432399829,-27531954989,1540235774,-8913732073,-5000000000,0,-6989023707,197229883682,-32617077309,0,0,-121140623153,0,0,10267643911,-143490056551,0,799763601660,-775301329822,,0,24462271838,78202098969,49487586984,28010,127689713963,,,,0,,,,0
DGC,2019,3,121863716502,65357722338,0,-8760044671,,-5853827987,5359678333,177967244515,59134326591,52196244404,-39040665267,3776524934,-4779401787,0,0,-5704868534,243549404856,-31134442543,304723250,-367198901107,210660130609,0,0,6785724809,-180582764982,53900000000,645169172482,-757701972471,,163886620,-58468913369,4497726505,44986346630,3513849,49487586984,,,,0,,,,0
DGC,2019,2,168772432903,64190724254,0,8760044671,,-6074272083,8630777840,244279707585,-115566706674,125817057737,-61775757374,2642646533,-6736646887,0,0,-4206120380,184454180540,-14340874322,737463171,-192607650381,94762959944,0,0,1128810296,-110319291292,0,608770799559,-777196737191,,-54065355620,-222491293252,-148356404004,193346264483,-3513849,44986346630,,,,0,,,,0
DGC,2019,1,125451692830,63858449107,0,0,,-6230775251,8819411873,191898778559,287779748395,-291040870101,94839055332,-23465401613,-6987828975,-25302110194,0,-12460619710,215260751693,-35869263688,0,-5692265204,0,0,0,8375429614,-33186099278,0,886347274402,-1041559591256,,-107802938000,-263015254854,-80940602439,274286866922,0,193346264483,,,,0,,,,0
DGC,2018,4,272020891798,58166085960,0,-85849686,,-5745501929,10166554925,334522181068,-65075339638,128552552201,-34811032510,142065009,-8596369158,-99848403574,550474323928,-6923496791,798436480535,-759641694934,0,-1300000000,0,0,0,4328170466,-756613524468,0,931900887287,-864553029570,,0,67347857717,109170813784,165127075014,-11021876,274286866922,,,,0,,,,0
DGC,2018,3,616412845236,150154802658,0,32515519,,-9134362863,17090440305,774556240855,-605308343205,-875845777941,1762163413020,-79018929100,-13032160738,57710484785,-550474323928,-36252395654,434498208094,-114592250356,0,-167800000000,0,0,0,-78272329329,-360664579685,0,2118891898669,-1915738693891,,-115511916400,87641288378,161474916787,3652158227,0,165127075014,,,,0,,,,0
DGC,2018,2,13614228422,2615119915,0,-32515519,,-884158391,0,15312674427,68524203745,-7373016460,-1493650418,-246732893,0,-12330129498,0,-2784285360,59609063543,-31024603710,0,-76500000000,0,0,0,10817441778,-96707161932,0,-88641950,-5082810183,,0,-5171452133,-42269550522,45921708749,0,3652158227,,,,0,,,,0
DGC,2018,1,13463202798,2545937561,0,0,,-481629036,0,15527511323,39281991290,-7437992373,-52242075976,786891965,0,293846500,0,-1624189040,-5414016311,-11035350272,0,0,0,0,0,74410962369,63375612097,0,69413650350,-64347601850,,-99724941038,-94658892538,-36697296752,82619005501,0,45921708749,,,,0,,,,0
DGC,2017,4,100840597019,2721171914,0,126949791,,-85124384744,0,18564333980,-69092527937,-1703713423,24277023510,-479818085,0,0,0,-976598445,-29411300400,-109704960,0,0,45547638150,0,0,1675791733,47113724923,0,0,0,,0,0,17702424523,64914105978,0,82616530501,,,,0,,,,0
DGC,2017,3,82591139749,20185141705,0,-550927720,,-30636851321,1077762273,72666264686,-62464599640,-19403442625,280967042072,167104370,-1134038706,0,0,-4016779327,266781550830,-69953021414,-4154648520,-445000000,-53124458157,0,0,3135806692,-124541321399,0,178889945917,-282002980238,,0,-103113034321,39127195110,222397268175,-567389,261523895896,,,,0,,,,0
DGC,2017,2,88637943363,13114602442,0,550927720,,-25564343941,1705420660,78444550244,-146755964535,-49822482365,8669200259,-27723116089,-1423269310,-2491312267,-2711898936,1161106331,-142653186668,-23547690079,4154648521,-3120000000,132495889632,0,0,1993943433,111976791507,0,278670074184,-215213200845,,0,63456873339,32780478178,189616222608,567389,222397268175,,,,0,,,,0
DGC,2017,1,47507207493,17749000477,0,0,,-18667354315,1299831005,47888684660,17099571416,63169355299,33701103753,1949851012,-1463579951,-19961256689,2711898936,-5423797871,139671830565,-10698174680,2354545455,-6825000000,14680139667,0,0,1614407874,1125918316,0,236470033453,-373934411910,,0,-137464378457,3333370424,186282852184,0,189616222608,,,,0,,,,0
DGC,2016,4,63231781683,17794260307,0,0,,-30074724999,1693051605,52644368596,60465971781,-6327403381,-45722285195,403090676,-1529302659,-295929193,50872154752,-50666296266,59844369111,-32375698533,0,-72045588540,54397649384,0,0,150656909,-49872980780,0,293306948107,-311713383525,,0,-18406435418,-8435047087,194727148635,0,186292101548,,,,0,,,,0
DGC,2016,3,84813864974,17640340261,0,-239455760,,27367203221,2616276166,132198228862,-14669228215,-3665631872,1249069626,-1276672575,-2706530026,-2182500,-144632717,-2939186670,108043233913,-56557294154,0,-53694760683,107024000000,-24000000000,-55990042551,-2688743746,-85906841134,0,362299158716,-268570341006,,31500000,93755997710,115892390489,78834758146,0,194727148635,,,,-4320000,,,,0
DGC,2016,2,99976902462,17981684526,0,239455760,,-91110587635,1422512601,28509967714,-23445553420,-38457710084,-55344305295,167248010,-1429771142,10747975807,34090489293,-3429360809,-48591019926,-36298317980,0,-162344000000,170582290961,0,79990042551,150222993492,202153009024,0,273749229751,-311673648714,,-50861138680,-88785557643,64776431455,14058326691,0,78834758146,,,,0,,,,0
DGC,2016,1,89734053971,18475301219,0,0,,-5962748686,1241156049,103487762553,66538260926,53194866074,11930986934,-4477242013,-1241156049,-27381703339,-33945856576,-2282551138,165823367372,7958157255,0,-107824000000,88551657303,0,-24000000000,-73389394838,-108703580280,0,255498957946,-249564291588,,-59910674800,-53976008442,3143778650,10914548041,0,14058326691,,,,0,,,,0
DGC,2015,4,92054117765,18769287154,156265732,0,,-21097431293,1478360027,91360599385,75961964396,407545948,4899285083,-11611994026,-2214820710,0,0,-1235100114,157567479962,-35943042221,0,-358380858326,440340417923,0,-144877590000,4628393340,-94232679284,0,-1797673055596,1738815742923,,0,-58857312673,4477488005,6437060036,0,10914548041,,,,0,,,,0
DGC,2015,3,120233006088,18544980840,0,-2467716588,,-44549139476,1901596697,93662727561,-128681500197,17083285891,-94649088469,-988909460,-3092662054,-80794050,-642681000,-1360686156,-118750307934,-11510013537,0,0,1586091365,0,-23309000000,4897426589,-28335495583,0,134392492168,0,,0,134392492168,-12693311349,19128581090,1790295,6437060036,,,,0,,,,0
DGC,2015,2,91928363518,18103323521,0,2467716588,,-43098109496,1354496875,70755791006,234795151710,-38403336056,26029255332,-1984707025,-99899120,4156775654,642681000,-2202294340,293689418161,-43230881850,0,-4330026939,-236587595127,0,-331072464,7426436858,-277053139522,0,220150691478,-224075240093,,0,-3926328615,12709950024,6420421361,-1790295,19128581090,,,,-1780000,,,,0
DGC,2015,1,83668173649,16599049538,0,0,,-3705337251,3364445372,99926331308,-53346962142,-210399053,-19100651738,1035972158,-2691517087,-31885443340,0,-2558100188,-8830770082,-23512834169,0,-2990000000,242104358947,0,331072464,0,215932597242,0,220684945701,-413048652615,,-16709481000,-209073187914,-1971360754,8391782115,0,6420421361,,,,0,,,,0
DGC,2014,4,72343770587,19563204351,0,1366918714,,-6923114457,2834281325,89185060520,12214835786,87289719620,-36277778605,-14854451304,-1731069516,-500000000,0,-3808656476,131517660025,-110396894467,233454545,0,0,0,0,110525502,-110052914420,0,359032680169,-339448016881,,-37603002484,-18018339196,3446406409,5073528976,0,8519935385,,,,0,,,,0
